career_label,skills,experience_years,education_level
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",0,degree
content writer,"communication, management",5,degree
game developer,"management, project management",5,unknown
cybersecurity analyst,"python, management",5,degree
digital marketing specialist,"excel, data analysis, management, project management",5,degree
ux designer,java,5,degree
data scientist,"python, sql, machine learning, deep learning, management, tensorflow",5,master
qa engineer,,5,master
qa engineer,"python, java, sql",5,master
product manager,"management, project management",8,master
cloud engineer,"python, aws, azure, docker",5,degree
data analyst,"python, sql, excel, data analysis, management, aws",5,degree
product manager,"data analysis, communication, management",5,master
mobile app developer,"java, sql",5,master
product manager,"data analysis, communication, management, project management",8,degree
human resources specialist,"excel, management",5,degree
cybersecurity analyst,management,0,degree
cybersecurity analyst,"python, excel, communication, management",5,degree
human resources specialist,"excel, communication, management",5,degree
cloud architect,"python, java, sql, management, aws, azure, docker",8,degree
devops engineer,"python, java, aws, azure, docker",0,degree
ux designer,,5,degree
qa engineer,"python, java",5,degree
robotics engineer,python,0,master
digital marketing specialist,"excel, data analysis, management",5,degree
content writer,management,5,degree
ar/vr developer,,5,unknown
software engineer,"python, java, excel, machine learning, docker",8,master
data architect,"python, java, sql, aws, azure",8,master
database administrator,"python, sql",8,degree
ar/vr developer,,5,unknown
mobile app developer,,5,degree
product manager,"excel, data analysis, communication, management, project management",5,degree
ux designer,communication,5,degree
ar/vr developer,"python, java",5,degree
business analyst,"sql, data analysis, communication, management",5,degree
cloud architect,"management, aws, azure, docker",8,degree
software engineer,"python, java, machine learning, tensorflow",5,degree
data analyst,"python, sql, excel, data analysis, management",5,degree
game developer,,5,unknown
human resources specialist,"data analysis, management",5,degree
ui engineer,java,5,degree
content writer,management,0,degree
digital marketing specialist,"sql, excel, data analysis, management, project management",5,degree
cybersecurity analyst,"python, management",5,degree
software engineer,"python, java, docker",5,degree
devops engineer,"python, statistics, aws, azure, docker",0,degree
mobile app developer,java,5,degree
system administrator,management,8,degree
database administrator,"python, java, sql, excel, communication, management",0,degree
data analyst,"python, sql, excel, data analysis, management",5,degree
e-commerce specialist,"data analysis, management",5,degree
qa engineer,"python, java, management",5,degree
cloud architect,"python, excel, aws",8,degree
ui engineer,java,5,degree
e-commerce specialist,"excel, data analysis, management",5,degree
ux designer,,5,master
cybersecurity analyst,"python, aws, azure",0,degree
devops engineer,"python, aws, azure, docker",0,master
full stack developer,"java, sql, management",5,master
qa engineer,java,0,unknown
machine learning engineer,"python, sql, machine learning, deep learning, communication, tensorflow, pytorch",5,master
mobile app developer,"java, sql",5,degree
it support specialist,,5,degree
product manager,"sql, excel, data analysis, communication, management, project management",8,master
e-commerce specialist,"excel, data analysis, management",5,degree
content writer,"excel, management",5,degree
ui engineer,"java, management",0,degree
game developer,"python, java",5,degree
e-commerce specialist,"data analysis, management",5,degree
cloud engineer,"python, management, aws, azure, docker",0,degree
game developer,,5,unknown
ux designer,java,5,degree
software engineer,"python, java, sql, machine learning, aws, azure, docker",4,master
game developer,,5,unknown
ui engineer,java,5,degree
mobile app developer,java,5,degree
cloud architect,"python, excel, management, aws, docker",5,unknown
product manager,"sql, excel, data analysis, communication, management, project management",5,master
devops engineer,"python, excel, aws, azure, docker",0,degree
e-commerce specialist,"excel, data analysis, communication, management",5,degree
ux designer,"communication, management, project management",5,degree
data engineer,"python, sql, machine learning",0,degree
machine learning engineer,"python, machine learning, deep learning, aws, tensorflow, pytorch",5,master
qa engineer,"python, java",5,degree
digital marketing specialist,"excel, data analysis, management, project management",5,degree
system administrator,"python, aws, azure, docker",8,degree
data engineer,"python, java, machine learning, aws, azure, tensorflow, pytorch",5,degree
machine learning engineer,"python, machine learning, aws, tensorflow, pytorch",5,master
software engineer,"python, machine learning, docker, tensorflow",5,master
content writer,"excel, management",5,degree
ux designer,communication,5,degree
data engineer,"python, java, excel, machine learning, aws, docker, tensorflow, pytorch",5,degree
data engineer,"python, java, machine learning, communication, aws, azure, tensorflow, pytorch",5,degree
machine learning engineer,"python, java, machine learning, statistics, tensorflow",5,master
mobile app developer,management,5,degree
game developer,java,0,master
product manager,"excel, data analysis, management",8,master
it support specialist,excel,5,degree
database administrator,"python, java, sql, management, azure",8,degree
machine learning engineer,"python, machine learning, data analysis, aws, tensorflow, pytorch",3,master
business analyst,"python, sql, excel, data analysis, communication, management, project management",5,master
product manager,"data analysis, communication, management, project management",5,master
machine learning engineer,"python, machine learning, data analysis, aws, docker, pytorch",3,degree
machine learning engineer,"python, java, machine learning, deep learning, aws, tensorflow",5,master
